city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Astoria,821,cassidy.clark@hotmail.com,Cassidy,Clark,None,NY,9879 Old Kingston Road,11102
Howard Beach,822,kristy.watkins@gmail.com,Kristy,Watkins,None,NY,977 South Brook Ave.,11414
Maspeth,823,tina.bush@aol.com,Tina,Bush,None,NY,8038 Bellevue Street,11378
Webster,824,veronika.rollins@yahoo.com,Veronika,Rollins,None,NY,94 Arnold Ave.,14580
Hicksville,825,kristel.byrd@hotmail.com,Kristel,Byrd,None,NY,9967 Piper Street,11801
Smithtown,826,shay.stephenson@aol.com,Shay,Stephenson,None,NY,9569 4th Lane,11787
Sunnyside,827,george.pickett@msn.com,George,Pickett,None,NY,691 Rocky River St.,11104
Mount Vernon,828,renato.morton@msn.com,Renato,Morton,None,NY,8526 Sherwood Street,10550
Lockport,829,marcy.rodriguez@gmail.com,Marcy,Rodriguez,None,NY,97 Trusel Drive,14094
Copperas Cove,830,edmund.gaines@gmail.com,Edmund,Gaines,None,TX,8643 Gartner St.,76522
Oswego,831,lory.berg@aol.com,Lory,Berg,None,NY,64 Vine Drive,13126
Ballston Spa,832,pamala.fowler@gmail.com,Pamala,Fowler,None,NY,399 Leatherwood St.,12020
Whitestone,833,leone.emerson@msn.com,Leone,Emerson,None,NY,460 Smith Store Ave.,11357
Euless,834,brain.skinner@hotmail.com,Brain,Skinner,None,TX,8676 Ketch Harbour Ave.,76039
Euless,835,roseanne.maynard@yahoo.com,Roseanne,Maynard,None,TX,219 Old Paris Hill Dr.,76039
Rosedale,836,corinna.adams@msn.com,Corinna,Adams,None,NY,38 Trenton Court,11422
Baldwinsville,837,kellye.campbell@gmail.com,Kellye,Campbell,None,NY,75 Marsh St.,13027
Howard Beach,838,erna.sloan@aol.com,Erna,Sloan,None,NY,9449 Fifth Avenue,11414
Glen Cove,839,carolann.russell@hotmail.com,Carolann,Russell,None,NY,9308 Selby Ave.,11542
East Elmhurst,840,gilbert.calhoun@msn.com,Gilbert,Calhoun,None,NY,7339 Summer Drive,11369
Ronkonkoma,841,manie.maxwell@gmail.com,Manie,Maxwell,None,NY,85 Brickell Ave.,11779
San Angelo,842,giselle.robles@hotmail.com,Giselle,Robles,None,TX,9747 N. El Dorado Dr.,76901
Plattsburgh,843,tessie.farmer@msn.com,Tessie,Farmer,None,NY,870 Cottage Ave.,12901
South Ozone Park,844,felica.munoz@aol.com,Felica,Munoz,None,NY,24 West Rockwell Dr.,11420
Bronx,845,kathyrn.bush@gmail.com,Kathyrn,Bush,None,NY,90 Devon St.,10451
Rocklin,846,sylvester.chan@hotmail.com,Sylvester,Chan,None,CA,659 Arcadia Street,95677
Port Washington,847,lizette.ellison@hotmail.com,Lizette,Ellison,None,NY,865 Sunbeam Street,11050
Elmhurst,848,ernestina.skinner@hotmail.com,Ernestina,Skinner,None,NY,52 Spring Drive,11373
Syosset,849,phyllis.hill@yahoo.com,Phyllis,Hill,None,NY,576 Devon Ave.,11791
Rowlett,850,stephanie.browning@yahoo.com,Stephanie,Browning,None,TX,9156 Lantern St.,75088
New Hyde Park,851,arlena.buckner@hotmail.com,Arlena,Buckner,None,NY,629 Locust Ave.,11040
Freeport,852,lezlie.thompson@yahoo.com,Lezlie,Thompson,None,NY,73 Vernon St.,11520
Kingston,853,brittney.rojas@aol.com,Brittney,Rojas,None,NY,2 E. Overlook Ave.,12401
New York,854,phylis.adkins@msn.com,Phylis,Adkins,(212) 325-9145,NY,7781 James Ave.,10002
Upland,855,lean.stark@msn.com,Lean,Stark,None,CA,215 Old Pumpkin Hill St.,91784
Ronkonkoma,856,lara.guy@aol.com,Lara,Guy,None,NY,9809 E. Walnut Drive,11779
New Windsor,857,inga.koch@msn.com,Inga,Koch,None,NY,8445 South New Court,12553
Rome,858,klara.kim@gmail.com,Klara,Kim,None,NY,9660 Sherman Lane,13440
Sugar Land,859,julianne.shannon@hotmail.com,Julianne,Shannon,None,TX,28 Applegate Street,77478
South Ozone Park,860,loni.mullen@msn.com,Loni,Mullen,None,NY,55 Thompson Avenue,11420
Hopewell Junction,861,olympia.figueroa@hotmail.com,Olympia,Figueroa,None,NY,587 Surrey St.,12533
Fresh Meadows,862,mellie.puckett@yahoo.com,Mellie,Puckett,None,NY,64 Van Dyke St.,11365
Utica,863,shonta.preston@msn.com,Shonta,Preston,None,NY,74 Division St.,13501
Buffalo,864,lore.sykes@aol.com,Lore,Sykes,(716) 382-5169,NY,7050 Beach Drive,14215
Astoria,865,julia.joyner@msn.com,Julia,Joyner,None,NY,2 Valley View Dr.,11102
Longview,866,lynwood.jackson@aol.com,Lynwood,Jackson,None,TX,9449 Linda Street,75604
Campbell,867,rosalva.hamilton@aol.com,Rosalva,Hamilton,None,CA,9883 Cedar Dr.,95008
San Jose,868,domingo.casey@msn.com,Domingo,Casey,(408) 761-9212,CA,8665 Cypress Street,95127
Richmond Hill,869,rodrigo.durham@aol.com,Rodrigo,Durham,None,NY,82 Old Church Road,11418
Smithtown,870,dwain.carlson@gmail.com,Dwain,Carlson,None,NY,951 North Trusel Ave.,11787
New Windsor,871,erlinda.humphrey@hotmail.com,Erlinda,Humphrey,None,NY,532 South Victoria St.,12553
Corpus Christi,872,silas.tate@yahoo.com,Silas,Tate,(361) 219-2149,TX,9754 53rd Court,78418
Niagara Falls,873,patience.clayton@hotmail.com,Patience,Clayton,None,NY,68 Chestnut Dr.,14304
Plattsburgh,874,mila.good@yahoo.com,Mila,Good,None,NY,812 East Longbranch Ave.,12901
Rosedale,875,tanesha.sawyer@aol.com,Tanesha,Sawyer,None,NY,9B Kingston Lane,11422
Glen Cove,876,onita.macdonald@yahoo.com,Onita,Macdonald,None,NY,94 Wood St.,11542
Howard Beach,877,janine.manning@gmail.com,Janine,Manning,None,NY,9118B Campfire St.,11414
Smithtown,878,melodie.melton@yahoo.com,Melodie,Melton,None,NY,12 S. 8th Road,11787
Garden City,879,ethelyn.ray@yahoo.com,Ethelyn,Ray,None,NY,80 South Sutor Lane,11530
Sunnyside,880,phebe.turner@aol.com,Phebe,Turner,None,NY,4 West York Street,11104
Santa Monica,881,chloe.patel@yahoo.com,Chloe,Patel,None,CA,407 Homewood Street,90403
Ballston Spa,882,hilda.harvey@gmail.com,Hilda,Harvey,None,NY,9808 W. Cleveland Ave.,12020
El Paso,883,gilberte.duke@gmail.com,Gilberte,Duke,(915) 903-7860,TX,12 Birchwood Dr.,79930
Oswego,884,willian.hardin@msn.com,Willian,Hardin,None,NY,836 West Street,13126
Longview,885,janna.hayden@msn.com,Janna,Hayden,None,TX,32 Hilldale Street,75604
North Tonawanda,886,letisha.may@yahoo.com,Letisha,May,None,NY,9965 Princeton Lane,14120
Syosset,887,graig.cannon@gmail.com,Graig,Cannon,None,NY,36 Oklahoma Ave.,11791
Webster,888,coleen.navarro@aol.com,Coleen,Navarro,None,NY,990 Broad Rd.,14580
San Carlos,889,lucilla.williams@hotmail.com,Lucilla,Williams,None,CA,42 Cedar Street,94070
Ossining,890,rosanne.george@yahoo.com,Rosanne,George,None,NY,38 Pleasant St.,10562
Monsey,891,ashlie.parrish@hotmail.com,Ashlie,Parrish,None,NY,48 Mill Drive,10952
Ossining,892,alissa.craft@hotmail.com,Alissa,Craft,None,NY,249 Maple Street,10562
Depew,893,letty.cobb@msn.com,Letty,Cobb,None,NY,8652 Wellington Street,14043
New Windsor,894,nathaniel.richard@gmail.com,Nathaniel,Richard,None,NY,3 Nicolls Lane,12553
Plainview,895,elaina.key@msn.com,Elaina,Key,None,NY,1 Main St.,11803
New City,896,stefani.gamble@aol.com,Stefani,Gamble,(845) 724-2996,NY,9119 W. Victoria St.,10956
Lancaster,897,bettyann.acosta@gmail.com,Bettyann,Acosta,(717) 746-6658,NY,7949 Chapel St.,14086
Houston,898,crysta.velez@yahoo.com,Crysta,Velez,(281) 529-3469,TX,64 South Front Street,77016
Victoria,899,carisa.carpenter@hotmail.com,Carisa,Carpenter,None,TX,551 Belmont Lane,77904
San Carlos,900,jule.davenport@aol.com,Jule,Davenport,None,CA,19 River St.,94070
Ontario,901,lonna.franks@yahoo.com,Lonna,Franks,None,CA,667 Brickyard Street,91762
Oswego,902,elease.dejesus@gmail.com,Elease,Dejesus,None,NY,7800 Magnolia Street,13126
Hicksville,903,maira.long@msn.com,Maira,Long,None,NY,7587 Bear Hill Street,11801
San Jose,904,jana.thomas@yahoo.com,Jana,Thomas,(408) 624-8137,CA,283 E. Spring Dr.,95127
Baldwinsville,905,hae.ramirez@hotmail.com,Hae,Ramirez,None,NY,9367 Lake Street,13027
Sugar Land,906,erik.leblanc@aol.com,Erik,Leblanc,None,TX,7 East Nut Swamp Street,77478
Longview,907,daina.sampson@msn.com,Daina,Sampson,None,TX,556 Wellington St.,75604
Lockport,908,delmar.wise@yahoo.com,Delmar,Wise,None,NY,8355 Kingston Avenue,14094
Uniondale,909,alita.salinas@hotmail.com,Alita,Salinas,None,NY,8550 Bear Hill Ave.,11553
Mcallen,910,elenore.william@msn.com,Elenore,William,None,TX,23 Rockland St.,78501
Pittsford,911,nikita.roy@aol.com,Nikita,Roy,None,NY,9703 N. Snake Hill St.,14534
Massapequa Park,912,inocencia.key@hotmail.com,Inocencia,Key,None,NY,36 Wild Rose Ave.,11762
Desoto,913,liliana.kerr@yahoo.com,Liliana,Kerr,None,TX,3 Cherry Drive,75115
Rockville Centre,914,hortencia.o'neil@hotmail.com,Hortencia,O'neil,None,NY,1 Gulf Rd.,11570
Sacramento,915,beryl.bennett@aol.com,Beryl,Bennett,(916) 422-6956,CA,9563 Edgemont St.,95820
Mount Vernon,916,alishia.elliott@aol.com,Alishia,Elliott,None,NY,8905 Courtland Ave.,10550
Troy,917,vernia.madden@aol.com,Vernia,Madden,(248) 206-3697,NY,5 Iroquois Street,12180
Smithtown,918,kristel.bullock@yahoo.com,Kristel,Bullock,None,NY,7292 Armstrong Drive,11787
Torrance,919,ruthanne.hoover@aol.com,Ruthanne,Hoover,None,CA,835 Paris Hill Road,90505
North Tonawanda,920,james.robles@aol.com,James,Robles,None,NY,9 Chapel Lane,14120
Webster,921,evelin.vargas@msn.com,Evelin,Vargas,None,NY,7049 Pin Oak Ave.,14580
Massapequa,922,elvia.cardenas@hotmail.com,Elvia,Cardenas,None,NY,8 Paris Hill St.,11758
Canyon Country,923,randee.pitts@msn.com,Randee,Pitts,None,CA,7371B Essex Street,91387
New Windsor,924,lea.irwin@gmail.com,Lea,Irwin,None,NY,845 Adams Lane,12553
Kingston,925,bryce.monroe@aol.com,Bryce,Monroe,None,NY,52 Cooper Lane,12401
Bakersfield,926,katina.mcintosh@yahoo.com,Katina,Mcintosh,(661) 464-1523,CA,263 Swanson Dr.,93306
New York,927,guillermo.hart@hotmail.com,Guillermo,Hart,(212) 652-7198,NY,81 Indian Summer Drive,10002
Santa Monica,928,joann.barber@gmail.com,Joann,Barber,None,CA,8945 Courtland Street,90403
Pleasanton,929,thurman.ellis@gmail.com,Thurman,Ellis,None,CA,20 Augusta Road,94566
Clifton Park,930,delana.wagner@aol.com,Delana,Wagner,None,NY,8499 Mill Pond Road,12065
San Angelo,931,porter.bass@hotmail.com,Porter,Bass,None,TX,370 North Alderwood Dr.,76901
Wappingers Falls,932,yvonne.bean@yahoo.com,Yvonne,Bean,None,NY,20 W. Marsh Ave.,12590
Howard Beach,933,lurline.rivers@msn.com,Lurline,Rivers,None,NY,69 Pine Street,11414
Hamburg,934,ocie.slater@msn.com,Ocie,Slater,None,NY,7799 W. Bohemia Dr.,14075
Monroe,935,genevie.miles@aol.com,Genevie,Miles,None,NY,45 West Sulphur Springs Ave.,10950
Ossining,936,sherilyn.wilcox@gmail.com,Sherilyn,Wilcox,None,NY,905 North Buckingham Lane,10562
West Hempstead,937,aida.koch@gmail.com,Aida,Koch,None,NY,9778 3rd Drive,11552
Rochester,938,emory.o'connor@gmail.com,Emory,O'connor,(507) 606-2192,NY,34 Foxrun Street,14606
Corpus Christi,939,maximina.hutchinson@hotmail.com,Maximina,Hutchinson,(361) 164-3098,TX,53 Stillwater Avenue,78418
Encino,940,marina.hinton@yahoo.com,Marina,Hinton,None,CA,7440 North Oxford St.,91316
Central Islip,941,danyell.dickerson@msn.com,Danyell,Dickerson,None,NY,8306 Fieldstone Dr.,11722
Lancaster,942,davis.long@msn.com,Davis,Long,(717) 653-1755,NY,929 Elmwood Dr.,14086
Scarsdale,943,lynn.mcmahon@msn.com,Lynn,Mcmahon,None,NY,9 Surrey St.,10583
Scarsdale,944,tonja.henderson@aol.com,Tonja,Henderson,None,NY,82 Alton St.,10583
Port Washington,945,krissy.ochoa@msn.com,Krissy,Ochoa,None,NY,80 Queen Ave.,11050
Pittsford,946,angella.bridges@yahoo.com,Angella,Bridges,None,NY,8708 Sycamore St.,14534
Palos Verdes Peninsula,947,angele.castro@yahoo.com,Angele,Castro,None,CA,15 Acacia Drive,90274
Levittown,948,siobhan.lang@gmail.com,Siobhan,Lang,None,NY,3 Monroe Lane,11756
Scarsdale,949,venessa.frost@msn.com,Venessa,Frost,None,NY,621 West School Rd.,10583
Rochester,950,verna.solis@yahoo.com,Verna,Solis,(507) 115-1633,NY,7 Lincoln Lane,14606
Scarsdale,951,steve.bender@gmail.com,Steve,Bender,None,NY,908 N. Pennington Dr.,10583
Torrance,952,aileen.marquez@msn.com,Aileen,Marquez,None,CA,8899 Newbridge Street,90505
Helotes,953,kattie.stevenson@aol.com,Kattie,Stevenson,None,TX,52 Carson Street,78023
Hicksville,954,hassan.nash@yahoo.com,Hassan,Nash,None,NY,8105 University Lane,11801
West Babylon,955,delfina.gilliam@hotmail.com,Delfina,Gilliam,None,NY,9463 Bayberry Rd.,11704
Farmingdale,956,venus.hewitt@msn.com,Venus,Hewitt,None,NY,9835 Old Cemetery Lane,11735
Anaheim,957,stephen.vega@msn.com,Stephen,Vega,(657) 288-3778,CA,5 Briarwood St.,92806
Euless,958,ciera.koch@gmail.com,Ciera,Koch,None,TX,881 Lawrence Drive,76039
Sacramento,959,christel.barber@hotmail.com,Christel,Barber,(916) 679-3547,CA,320 Briarwood Lane,95820
Hempstead,960,arline.lawson@gmail.com,Arline,Lawson,(516) 792-3395,NY,48 Whitemarsh Lane,11550
Kingston,961,iva.wilcox@aol.com,Iva,Wilcox,None,NY,452 South Mayflower Drive,12401
Copperas Cove,962,maple.griffin@gmail.com,Maple,Griffin,None,TX,20 Glendale Drive,76522
Rome,963,anisha.lang@aol.com,Anisha,Lang,None,NY,265 Peachtree St.,13440
Corpus Christi,964,brent.calderon@aol.com,Brent,Calderon,(361) 981-8725,TX,3 Thomas St.,78418
Plainview,965,margit.osborn@yahoo.com,Margit,Osborn,None,NY,909 Gulf Drive,11803
Glen Cove,966,novella.patel@gmail.com,Novella,Patel,None,NY,500 Livingston Street,11542
Canandaigua,967,laurette.hebert@msn.com,Laurette,Hebert,None,NY,18 South Constitution Court,14424
Mahopac,968,jonna.brown@aol.com,Jonna,Brown,None,NY,1 Spring Drive,10541
Rochester,969,jennell.solis@hotmail.com,Jennell,Solis,(507) 421-7354,NY,194 2nd Rd.,14606
Hollis,970,ruth.horton@gmail.com,Ruth,Horton,None,NY,488 Mulberry Ave.,11423
Brentwood,971,samual.warner@gmail.com,Samual,Warner,(631) 151-4988,NY,8735 Thatcher Dr.,11717
Long Beach,972,damian.mills@yahoo.com,Damian,Mills,(562) 924-3079,NY,7747 Elm Dr.,11561
Ridgecrest,973,margaretta.clayton@yahoo.com,Margaretta,Clayton,None,CA,524 San Pablo Ave.,93555
Astoria,974,marcell.barrett@gmail.com,Marcell,Barrett,None,NY,266 Elm Drive,11102
Los Angeles,975,annis.sanchez@aol.com,Annis,Sanchez,(424) 352-6275,CA,4 Edgewater Road,90008
Smithtown,976,ayanna.cherry@yahoo.com,Ayanna,Cherry,None,NY,8829 Galvin Rd.,11787
Amityville,977,barton.cox@yahoo.com,Barton,Cox,None,NY,8220 Creekside Street,11701
Bronx,978,diana.reyes@msn.com,Diana,Reyes,None,NY,7415 Annadale St.,10451
Ithaca,979,ingeborg.ellison@yahoo.com,Ingeborg,Ellison,None,NY,360 Trusel St.,14850
Port Chester,980,carter.booth@msn.com,Carter,Booth,None,NY,82 Beech Drive,10573
Long Beach,981,christel.cardenas@aol.com,Christel,Cardenas,(562) 342-8083,NY,428 S. Swanson Drive,11561
San Angelo,982,orval.hunter@aol.com,Orval,Hunter,None,TX,35 Wagon Drive,76901
Fullerton,983,marguerite.berger@aol.com,Marguerite,Berger,None,CA,875 Arch Lane,92831
Franklin Square,984,ivette.warren@gmail.com,Ivette,Warren,None,NY,8408 Thomas Street,11010
Harlingen,985,milagros.weber@hotmail.com,Milagros,Weber,None,TX,7591 Glendale Ave.,78552
Ossining,986,marcel.lindsay@hotmail.com,Marcel,Lindsay,None,NY,249 Peninsula St.,10562
Staten Island,987,louis.powell@aol.com,Louis,Powell,None,NY,368 Sugar Rd.,10301
Syosset,988,vanda.holmes@aol.com,Vanda,Holmes,None,NY,9835 Wild Rose Drive,11791
South Ozone Park,989,loreen.byers@yahoo.com,Loreen,Byers,None,NY,83 S. Rockledge Circle,11420
Monroe,990,casimira.chapman@yahoo.com,Casimira,Chapman,None,NY,67 Snake Hill St.,10950
Canyon Country,991,brigida.larson@hotmail.com,Brigida,Larson,None,CA,8789 Sycamore Lane,91387
Patchogue,992,chere.alston@gmail.com,Chere,Alston,None,NY,16 Lower River Street,11772
Ridgecrest,993,giovanna.jefferson@gmail.com,Giovanna,Jefferson,None,CA,9394 Riverside St.,93555
Yorktown Heights,994,demarcus.reese@gmail.com,Demarcus,Reese,None,NY,8087 Armstrong Dr.,10598
Canandaigua,995,amina.salazar@aol.com,Amina,Salazar,None,NY,944 Wellington Street,14424
Shirley,996,serafina.clemons@gmail.com,Serafina,Clemons,None,NY,851 Brown Ave.,11967
Baldwin,997,trinidad.mcclain@msn.com,Trinidad,Mcclain,None,NY,98 Tunnel Drive,11510
Jamestown,998,heather.chaney@yahoo.com,Heather,Chaney,None,NY,4 Morris Dr.,14701
Ballston Spa,999,latoya.johns@hotmail.com,Latoya,Johns,None,NY,7914 W. Woodsman St.,12020
West Babylon,1000,shiloh.reeves@msn.com,Shiloh,Reeves,None,NY,818 Kirkland Lane,11704
Brentwood,1001,lee.roman@gmail.com,Lee,Roman,(631) 913-6967,NY,4 Canal Ave.,11717
Massapequa,1002,cami.williamson@hotmail.com,Cami,Williamson,None,NY,9511A Windsor Drive,11758
Vista,1003,sharell.ross@msn.com,Sharell,Ross,None,CA,7830 Devonshire Ave.,92083
East Elmhurst,1004,jerald.blackwell@hotmail.com,Jerald,Blackwell,None,NY,8364 South Wakehurst Ave.,11369
Astoria,1005,ruthanne.franco@yahoo.com,Ruthanne,Franco,None,NY,61 Applegate St.,11102
Apple Valley,1006,marjory.leonard@msn.com,Marjory,Leonard,None,CA,800 Greystone Lane,92307
Howard Beach,1007,jimmy.russell@hotmail.com,Jimmy,Russell,None,NY,33 Iroquois Ave.,11414
Forney,1008,berneice.pollard@hotmail.com,Berneice,Pollard,None,TX,607 Bohemia Street,75126
Rosedale,1009,deangelo.cooley@aol.com,Deangelo,Cooley,None,NY,3 NE. Edgewood Rd.,11422
Bethpage,1010,katia.henry@msn.com,Katia,Henry,None,NY,69 E. Columbia Ave.,11714
Garland,1011,sebrina.gross@yahoo.com,Sebrina,Gross,None,TX,993 Glendale Drive,75043
Baldwinsville,1012,josephine.dale@aol.com,Josephine,Dale,None,NY,8214 West Drive,13027
Corona,1013,alma.peck@aol.com,Alma,Peck,None,NY,298 South Bay Meadows Drive,11368
South Richmond Hill,1014,ling.newman@msn.com,Ling,Newman,None,NY,832 Spring Road,11419
Garden City,1015,nichelle.rosario@hotmail.com,Nichelle,Rosario,None,NY,709 Dunbar Ave.,11530
New York,1016,shenna.benton@msn.com,Shenna,Benton,(212) 578-2912,NY,57 Shadow Brook Road,10002
Oakland,1017,philip.bryan@hotmail.com,Philip,Bryan,(510) 533-4262,CA,914 Devonshire Court,94603
Maspeth,1018,carita.salinas@yahoo.com,Carita,Salinas,None,NY,90 Griffin Street,11378
Elmhurst,1019,janie.herrera@gmail.com,Janie,Herrera,None,NY,652 Westport Street,11373
San Carlos,1020,lorraine.marks@msn.com,Lorraine,Marks,None,CA,160 North Pearl Street,94070
Saint Albans,1021,nicolas.carlson@yahoo.com,Nicolas,Carlson,None,NY,7899 Spruce Street,11412
Mahopac,1022,hye.mercer@gmail.com,Hye,Mercer,None,NY,9681 Redwood St.,10541
Ballston Spa,1023,adena.blake@hotmail.com,Adena,Blake,None,NY,684 Westport Drive,12020
El Paso,1024,coleman.boyd@yahoo.com,Coleman,Boyd,(915) 607-6336,TX,9740 Bay Meadows Drive,79930
Farmingdale,1025,daphine.willis@msn.com,Daphine,Willis,None,NY,152 Shady St.,11735
Endicott,1026,jenine.dawson@msn.com,Jenine,Dawson,None,NY,17 Park Street,13760
Saint Albans,1027,shanita.wiley@yahoo.com,Shanita,Wiley,None,NY,121 Bridge Lane,11412
Canandaigua,1028,shanna.bonner@msn.com,Shanna,Bonner,None,NY,386 Lafayette Road,14424
Rowlett,1029,ping.quinn@gmail.com,Ping,Quinn,None,TX,9051 Hanover Dr.,75088
Brooklyn,1030,saran.moses@yahoo.com,Saran,Moses,None,NY,94 Hall Dr.,11201
Fairport,1031,tonja.bean@aol.com,Tonja,Bean,None,NY,9 Middle River St.,14450
Huntington Station,1032,vernon.knowles@yahoo.com,Vernon,Knowles,None,NY,5 Olive Lane,11746
Forest Hills,1033,jeannette.skinner@yahoo.com,Jeannette,Skinner,None,NY,8886 High Point Drive,11375
Centereach,1034,rico.salas@msn.com,Rico,Salas,None,NY,8041 Walt Whitman St.,11720
Campbell,1035,tangela.hurley@msn.com,Tangela,Hurley,None,CA,49 North Cross St.,95008
Centereach,1036,randee.lester@gmail.com,Randee,Lester,None,NY,81 Bear Hill Street,11720
Nanuet,1037,ashanti.hammond@msn.com,Ashanti,Hammond,None,NY,9202 W. Lyme Ave.,10954
Forest Hills,1038,garry.juarez@hotmail.com,Garry,Juarez,None,NY,670 Nut Swamp Drive,11375
Liverpool,1039,bee.baker@aol.com,Bee,Baker,None,NY,307 E. Magnolia St.,13090
Victoria,1040,shantae.hammond@hotmail.com,Shantae,Hammond,None,TX,526 Harvard Drive,77904
Oswego,1041,bettye.espinoza@yahoo.com,Bettye,Espinoza,None,NY,76 Rockwell Street,13126
Elmont,1042,larissa.hays@aol.com,Larissa,Hays,None,NY,66 2nd Drive,11003
Fresh Meadows,1043,diane.jones@gmail.com,Diane,Jones,None,NY,859 Prince St.,11365
Rosedale,1044,zenia.bruce@aol.com,Zenia,Bruce,None,NY,349 James Road,11422
Vista,1045,pasquale.hogan@aol.com,Pasquale,Hogan,None,CA,403 Bank St.,92083
Canandaigua,1046,dane.mcdaniel@hotmail.com,Dane,Mcdaniel,None,NY,891 Court Ave.,14424
Elmhurst,1047,jamaal.baker@hotmail.com,Jamaal,Baker,None,NY,186 Big Rock Cove Ave.,11373
Apple Valley,1048,ji.burt@hotmail.com,Ji,Burt,None,CA,40 S. Roberts Street,92307
Clifton Park,1049,marcelino.mcbride@hotmail.com,Marcelino,Mcbride,None,NY,29 Oxford Ave.,12065
Shirley,1050,rozella.fitzgerald@yahoo.com,Rozella,Fitzgerald,None,NY,7795 Myers Ave.,11967
Huntington Station,1051,tonisha.fowler@msn.com,Tonisha,Fowler,None,NY,9270 Valley View Lane,11746
Sacramento,1052,zora.ford@gmail.com,Zora,Ford,(916) 192-3196,CA,7416 La Sierra Dr.,95820
Mahopac,1053,parthenia.figueroa@msn.com,Parthenia,Figueroa,None,NY,550 Theatre Dr.,10541
Garland,1054,arielle.levine@yahoo.com,Arielle,Levine,None,TX,7100 High Ridge St.,75043
Maspeth,1055,hildegarde.christensen@hotmail.com,Hildegarde,Christensen,None,NY,488 East Mill Pond Ave.,11378
Mount Vernon,1056,rebbecca.espinoza@hotmail.com,Rebbecca,Espinoza,None,NY,8266 Valley Farms Road,10550
Mount Vernon,1057,conchita.boone@gmail.com,Conchita,Boone,None,NY,814 Birchpond Lane,10550
Webster,1058,aisha.woods@gmail.com,Aisha,Woods,None,NY,9292 Bear Hill Ave.,14580
East Northport,1059,season.harvey@yahoo.com,Season,Harvey,None,NY,388 Arnold Court,11731
Lancaster,1060,tommie.cooley@yahoo.com,Tommie,Cooley,(717) 634-4113,NY,92 Hickory St.,14086
Euless,1061,alanna.barry@yahoo.com,Alanna,Barry,None,TX,33 Laurel Avenue,76039
Carmel,1062,jerri.guthrie@msn.com,Jerri,Guthrie,None,NY,95 Sugar Dr.,10512
Lake Jackson,1063,tammy.austin@yahoo.com,Tammy,Austin,None,TX,182 Stillwater Ave.,77566
Rowlett,1064,patsy.russo@gmail.com,Patsy,Russo,None,TX,8438 Fairway Avenue,75088
San Lorenzo,1065,desiree.branch@msn.com,Desiree,Branch,None,CA,67 Bayport Drive,94580
Anaheim,1066,raeann.duncan@aol.com,Raeann,Duncan,(657) 256-2008,CA,126 Edgewood St.,92806
Rego Park,1067,lillia.gillespie@hotmail.com,Lillia,Gillespie,None,NY,382 Cardinal Dr.,11374
Duarte,1068,doris.kaufman@gmail.com,Doris,Kaufman,None,CA,69 Fairground Dr.,91010
Shirley,1069,rodolfo.buck@gmail.com,Rodolfo,Buck,None,NY,8359 Brewery Street,11967
Oakland Gardens,1070,olimpia.mays@aol.com,Olimpia,Mays,None,NY,42 Nichols Lane,11364
Pomona,1071,shemeka.lyons@msn.com,Shemeka,Lyons,None,CA,97 South Jockey Hollow St.,91768
Richardson,1072,maryalice.henry@msn.com,Maryalice,Henry,None,TX,85 Prince Street,75080
Bayside,1073,leeanne.cross@yahoo.com,Leeanne,Cross,None,NY,424 Newcastle Road,11361
Floral Park,1074,lanelle.guerra@yahoo.com,Lanelle,Guerra,None,NY,989 Wrangler St.,11001
Huntington Station,1075,dann.huff@gmail.com,Dann,Huff,None,NY,475 S. Rockville St.,11746
Vista,1076,sherise.mercer@gmail.com,Sherise,Mercer,None,CA,9401 Catherine Dr.,92083
Sunnyside,1077,heather.perry@gmail.com,Heather,Perry,None,NY,982 Durham Street,11104
Forest Hills,1078,theresia.barron@aol.com,Theresia,Barron,None,NY,951 Wild Rose Street,11375
Floral Park,1079,cindi.ellis@yahoo.com,Cindi,Ellis,None,NY,6 Cypress Lane,11001
Longview,1080,mirella.duffy@yahoo.com,Mirella,Duffy,None,TX,43 University Ave.,75604
New Rochelle,1081,carson.macias@gmail.com,Carson,Macias,None,NY,7 Pennington St.,10801
Long Beach,1082,divina.madden@gmail.com,Divina,Madden,(562) 264-3998,NY,7314 Armstrong St.,11561
Wantagh,1083,cher.alston@msn.com,Cher,Alston,None,NY,38 Wild Horse Road,11793
Franklin Square,1084,regine.odom@msn.com,Regine,Odom,None,NY,684 N. Mayfield Ave.,11010
Central Islip,1085,adam.thornton@hotmail.com,Adam,Thornton,None,NY,755 East Henry Lane,11722
Jamaica,1086,cori.schwartz@msn.com,Cori,Schwartz,None,NY,43 Lancaster Lane,11432
Pleasanton,1087,willow.gardner@gmail.com,Willow,Gardner,None,CA,57 S. Lakewood Dr.,94566
Apple Valley,1088,jane.henderson@hotmail.com,Jane,Henderson,None,CA,46 Carson Drive,92307
Orchard Park,1089,chere.mcfadden@yahoo.com,Chere,Mcfadden,None,NY,695 San Pablo Drive,14127
Port Jefferson Station,1090,ira.erickson@aol.com,Ira,Erickson,None,NY,6 Lake Forest St.,11776
Rocklin,1091,risa.gallagher@yahoo.com,Risa,Gallagher,None,CA,8281 Edgefield Drive,95677
East Northport,1092,lavinia.cotton@yahoo.com,Lavinia,Cotton,None,NY,7485 Bridle Street,11731
